Topics,Alpha,Decay,Chunksize,Passes,Coherence
7,asymmetric,0.4,2000,10,0.4163865725772403
7,asymmetric,0.4,2500,1,0.4845895157954229
7,asymmetric,0.4,2500,5,0.4786274190190986
7,asymmetric,0.4,2500,10,0.45788146397091556
7,asymmetric,0.5,1500,1,0.49102860316800345
7,asymmetric,0.5,1500,5,0.4712745736709999
7,asymmetric,0.5,1500,10,0.44096966229638934
7,asymmetric,0.5,2000,1,0.4999714173279575
7,asymmetric,0.5,2000,5,0.4563310745614423
7,asymmetric,0.5,2000,10,0.4255237529814357
7,asymmetric,0.5,2500,1,0.4867708471869631
7,asymmetric,0.5,2500,5,0.4766401879202841
7,asymmetric,0.5,2500,10,0.45940630164251006
7,asymmetric,0.6000000000000001,1500,1,0.4908747900534656
7,asymmetric,0.6000000000000001,1500,5,0.477301891680903
7,asymmetric,0.6000000000000001,1500,10,0.4419266616506276
7,asymmetric,0.6000000000000001,2000,1,0.49449587215016877
7,asymmetric,0.6000000000000001,2000,5,0.4823536455182059
7,asymmetric,0.6000000000000001,2000,10,0.43502648624988766
7,asymmetric,0.6000000000000001,2500,1,0.5076946126556022
7,asymmetric,0.6000000000000001,2500,5,0.5016356547998567
7,asymmetric,0.6000000000000001,2500,10,0.49065368104538676
7,asymmetric,0.7000000000000002,1500,1,0.49742374024075664
7,asymmetric,0.7000000000000002,1500,5,0.4737937774722486
7,asymmetric,0.7000000000000002,1500,10,0.4708203230227709
7,asymmetric,0.7000000000000002,2000,1,0.4966601942500466
7,asymmetric,0.7000000000000002,2000,5,0.49317033452606357
7,asymmetric,0.7000000000000002,2000,10,0.446317345843713
7,asymmetric,0.7000000000000002,2500,1,0.5012593978599664
7,asymmetric,0.7000000000000002,2500,5,0.48446102286290865
7,asymmetric,0.7000000000000002,2500,10,0.4928940594538547
8,0.01,0.3,1500,1,0.49807661327108504
8,0.01,0.3,1500,5,0.4859240250486057
8,0.01,0.3,1500,10,0.4819581723784713
8,0.01,0.3,2000,1,0.4846347648530978
8,0.01,0.3,2000,5,0.4529242020293472
8,0.01,0.3,2000,10,0.47731518273832174
8,0.01,0.3,2500,1,0.4859974718324848
8,0.01,0.3,2500,5,0.4738205140126812
8,0.01,0.3,2500,10,0.47598802384840233
8,0.01,0.4,1500,1,0.5014099095551406
8,0.01,0.4,1500,5,0.4764455798351621
8,0.01,0.4,1500,10,0.48020813566555837
8,0.01,0.4,2000,1,0.49432961169559414
8,0.01,0.4,2000,5,0.4555653896637779
8,0.01,0.4,2000,10,0.45855050833942185
8,0.01,0.4,2500,1,0.4872597701462181
8,0.01,0.4,2500,5,0.4801713975821206
8,0.01,0.4,2500,10,0.46443893801780994
8,0.01,0.5,1500,1,0.5107652582684066
8,0.01,0.5,1500,5,0.4801667075015192
8,0.01,0.5,1500,10,0.47240746868740513
8,0.01,0.5,2000,1,0.5095936544201061
8,0.01,0.5,2000,5,0.45756813832330473
8,0.01,0.5,2000,10,0.45063539415646076
8,0.01,0.5,2500,1,0.48738585322088585
8,0.01,0.5,2500,5,0.48835756552091675
8,0.01,0.5,2500,10,0.4686743546652118
8,0.01,0.6000000000000001,1500,1,0.5041524370555617
8,0.01,0.6000000000000001,1500,5,0.47333914209170036
8,0.01,0.6000000000000001,1500,10,0.4587877232381955
8,0.01,0.6000000000000001,2000,1,0.5119572885504317
8,0.01,0.6000000000000001,2000,5,0.4687136534621056
8,0.01,0.6000000000000001,2000,10,0.4495503137702482
8,0.01,0.6000000000000001,2500,1,0.5031710246943302
8,0.01,0.6000000000000001,2500,5,0.48198629154004197
8,0.01,0.6000000000000001,2500,10,0.470379521660257
8,0.01,0.7000000000000002,1500,1,0.48831738710475875
8,0.01,0.7000000000000002,1500,5,0.47520557005377323
8,0.01,0.7000000000000002,1500,10,0.4680048193435792
8,0.01,0.7000000000000002,2000,1,0.5075859114211925
8,0.01,0.7000000000000002,2000,5,0.48775383305624076
8,0.01,0.7000000000000002,2000,10,0.4645757493182616
8,0.01,0.7000000000000002,2500,1,0.5146627920695214
8,0.01,0.7000000000000002,2500,5,0.4867651990769387
8,0.01,0.7000000000000002,2500,10,0.4750221433556865
8,0.31,0.3,1500,1,0.5116066294714482
8,0.31,0.3,1500,5,0.47831744227178896
8,0.31,0.3,1500,10,0.4634600953646822
8,0.31,0.3,2000,1,0.471826422851917
8,0.31,0.3,2000,5,0.47307212903360163
8,0.31,0.3,2000,10,0.46336096122285614
8,0.31,0.3,2500,1,0.49478700405823584
8,0.31,0.3,2500,5,0.46801961563182265
8,0.31,0.3,2500,10,0.45865187281292263
8,0.31,0.4,1500,1,0.47889545861234706
8,0.31,0.4,1500,5,0.48153934902749174
8,0.31,0.4,1500,10,0.4809144444693133
8,0.31,0.4,2000,1,0.4837477481577921
8,0.31,0.4,2000,5,0.46684723549627394
8,0.31,0.4,2000,10,0.46795933427155834
8,0.31,0.4,2500,1,0.49362013019110373
8,0.31,0.4,2500,5,0.4729826475750749
8,0.31,0.4,2500,10,0.46444492650482183
8,0.31,0.5,1500,1,0.5029889108206997
8,0.31,0.5,1500,5,0.4788819495580885
8,0.31,0.5,1500,10,0.4715459683330273
8,0.31,0.5,2000,1,0.49727707044506925
8,0.31,0.5,2000,5,0.47634485112272673
8,0.31,0.5,2000,10,0.46568440476249723
8,0.31,0.5,2500,1,0.49731769707705814
8,0.31,0.5,2500,5,0.47199736909362955
8,0.31,0.5,2500,10,0.4628624090122763
8,0.31,0.6000000000000001,1500,1,0.5023530074174778
8,0.31,0.6000000000000001,1500,5,0.4808956592071697
8,0.31,0.6000000000000001,1500,10,0.4616541122639434
8,0.31,0.6000000000000001,2000,1,0.49150998748378494
8,0.31,0.6000000000000001,2000,5,0.47928869985138894
8,0.31,0.6000000000000001,2000,10,0.48211007536460326
8,0.31,0.6000000000000001,2500,1,0.5011399196972582
8,0.31,0.6000000000000001,2500,5,0.48194757859987636
8,0.31,0.6000000000000001,2500,10,0.4742752638585525
8,0.31,0.7000000000000002,1500,1,0.4988912107108781
8,0.31,0.7000000000000002,1500,5,0.47251324269341305
8,0.31,0.7000000000000002,1500,10,0.47217268761567854
8,0.31,0.7000000000000002,2000,1,0.49491335354399196
8,0.31,0.7000000000000002,2000,5,0.4815127272096191
8,0.31,0.7000000000000002,2000,10,0.478941853700958
8,0.31,0.7000000000000002,2500,1,0.5037350413212089
8,0.31,0.7000000000000002,2500,5,0.48497338032796145
8,0.31,0.7000000000000002,2500,10,0.4853310079000018
8,0.61,0.3,1500,1,0.5817641747292855
8,0.61,0.3,1500,5,0.46892080231982475
8,0.61,0.3,1500,10,0.4649014490120268
8,0.61,0.3,2000,1,0.5599948536087967
8,0.61,0.3,2000,5,0.459612159080271
8,0.61,0.3,2000,10,0.45394989608185266
8,0.61,0.3,2500,1,0.5562928797781022
8,0.61,0.3,2500,5,0.48015600378095974
8,0.61,0.3,2500,10,0.46049371371754205
8,0.61,0.4,1500,1,0.5422323037646769
8,0.61,0.4,1500,5,0.4633538469075515
8,0.61,0.4,1500,10,0.46050282429297934
8,0.61,0.4,2000,1,0.5302076674173226
8,0.61,0.4,2000,5,0.47150326981952684
8,0.61,0.4,2000,10,0.45418700866468364
8,0.61,0.4,2500,1,0.5334984331621673
8,0.61,0.4,2500,5,0.47921850489054363
8,0.61,0.4,2500,10,0.4577681975344339
8,0.61,0.5,1500,1,0.5321916582590512
8,0.61,0.5,1500,5,0.46384815456378825
8,0.61,0.5,1500,10,0.46264672511140637
8,0.61,0.5,2000,1,0.5147908502216003
8,0.61,0.5,2000,5,0.47516859676510725
8,0.61,0.5,2000,10,0.4380687042120227
8,0.61,0.5,2500,1,0.531584121838747
8,0.61,0.5,2500,5,0.49168629266295155
8,0.61,0.5,2500,10,0.46283385513588493
8,0.61,0.6000000000000001,1500,1,0.5289472626867242
8,0.61,0.6000000000000001,1500,5,0.46947168227987235
8,0.61,0.6000000000000001,1500,10,0.45671006055329655
8,0.61,0.6000000000000001,2000,1,0.5105776547660907
8,0.61,0.6000000000000001,2000,5,0.5171192712174117
8,0.61,0.6000000000000001,2000,10,0.4504658068679529
8,0.61,0.6000000000000001,2500,1,0.5380569521883396
8,0.61,0.6000000000000001,2500,5,0.5093898029673712
8,0.61,0.6000000000000001,2500,10,0.47071588498664096
8,0.61,0.7000000000000002,1500,1,0.5229476382798832
8,0.61,0.7000000000000002,1500,5,0.5234017059633378
8,0.61,0.7000000000000002,1500,10,0.46818882648720567
8,0.61,0.7000000000000002,2000,1,0.5175713984204727
8,0.61,0.7000000000000002,2000,5,0.4992284614044521
8,0.61,0.7000000000000002,2000,10,0.4755181560576681
8,0.61,0.7000000000000002,2500,1,0.5513631728972122
8,0.61,0.7000000000000002,2500,5,0.5089532859325165
8,0.61,0.7000000000000002,2500,10,0.5096885145971342
8,0.9099999999999999,0.3,1500,1,0.5975856289029697
8,0.9099999999999999,0.3,1500,5,0.4611281763011369
8,0.9099999999999999,0.3,1500,10,0.467374284462889
8,0.9099999999999999,0.3,2000,1,0.5630853791912005
8,0.9099999999999999,0.3,2000,5,0.49742016317905824
8,0.9099999999999999,0.3,2000,10,0.4428906685942966
8,0.9099999999999999,0.3,2500,1,0.5655032103582152
8,0.9099999999999999,0.3,2500,5,0.4923398556474629
8,0.9099999999999999,0.3,2500,10,0.4562395356380823
8,0.9099999999999999,0.4,1500,1,0.5415207311234591
8,0.9099999999999999,0.4,1500,5,0.4761876453028639
8,0.9099999999999999,0.4,1500,10,0.4645701544176871
8,0.9099999999999999,0.4,2000,1,0.5222900358759976
8,0.9099999999999999,0.4,2000,5,0.5058853966925794
8,0.9099999999999999,0.4,2000,10,0.4337998391506574
8,0.9099999999999999,0.4,2500,1,0.5344755826910179
8,0.9099999999999999,0.4,2500,5,0.5000083656234866
8,0.9099999999999999,0.4,2500,10,0.45873275067072766
8,0.9099999999999999,0.5,1500,1,0.5330090605382043
8,0.9099999999999999,0.5,1500,5,0.5323082879155383
8,0.9099999999999999,0.5,1500,10,0.4590488955590242
8,0.9099999999999999,0.5,2000,1,0.5133340828093693
8,0.9099999999999999,0.5,2000,5,0.4914491037392623
8,0.9099999999999999,0.5,2000,10,0.46364623868678073
8,0.9099999999999999,0.5,2500,1,0.5299009962680746
8,0.9099999999999999,0.5,2500,5,0.48679380835210123
8,0.9099999999999999,0.5,2500,10,0.5048373290893331
8,0.9099999999999999,0.6000000000000001,1500,1,0.5241380232585676
8,0.9099999999999999,0.6000000000000001,1500,5,0.5419855419629769
8,0.9099999999999999,0.6000000000000001,1500,10,0.4694267597376621
8,0.9099999999999999,0.6000000000000001,2000,1,0.5130172803040125
8,0.9099999999999999,0.6000000000000001,2000,5,0.49818321942898186
8,0.9099999999999999,0.6000000000000001,2000,10,0.4765597672566133
8,0.9099999999999999,0.6000000000000001,2500,1,0.5450126643883233
8,0.9099999999999999,0.6000000000000001,2500,5,0.5009903452199669
8,0.9099999999999999,0.6000000000000001,2500,10,0.5038473521921261
8,0.9099999999999999,0.7000000000000002,1500,1,0.5202773696275611
8,0.9099999999999999,0.7000000000000002,1500,5,0.5260246254454923
8,0.9099999999999999,0.7000000000000002,1500,10,0.4903570583992273
8,0.9099999999999999,0.7000000000000002,2000,1,0.5171973850285151
8,0.9099999999999999,0.7000000000000002,2000,5,0.5020867509750551
8,0.9099999999999999,0.7000000000000002,2000,10,0.501591082148934
8,0.9099999999999999,0.7000000000000002,2500,1,0.5533358703849325
8,0.9099999999999999,0.7000000000000002,2500,5,0.5220051043734827
8,0.9099999999999999,0.7000000000000002,2500,10,0.49228866648779945
8,symmetric,0.3,1500,1,0.5012946899178037
8,symmetric,0.3,1500,5,0.48915488787635775
8,symmetric,0.3,1500,10,0.47519028730310003
8,symmetric,0.3,2000,1,0.488888609708787
8,symmetric,0.3,2000,5,0.45284096273718705
8,symmetric,0.3,2000,10,0.45076349802104515
8,symmetric,0.3,2500,1,0.4805012220165672
8,symmetric,0.3,2500,5,0.4754334661525539
8,symmetric,0.3,2500,10,0.46500080417450657
8,symmetric,0.4,1500,1,0.5056527923189038
8,symmetric,0.4,1500,5,0.46951116324562314
8,symmetric,0.4,1500,10,0.45405970450770616
8,symmetric,0.4,2000,1,0.4885043706544332
8,symmetric,0.4,2000,5,0.45621855284109464
8,symmetric,0.4,2000,10,0.4515761566933698
8,symmetric,0.4,2500,1,0.48997522845457175
8,symmetric,0.4,2500,5,0.4802837557033013
8,symmetric,0.4,2500,10,0.46618882581026244
8,symmetric,0.5,1500,1,0.507557018575682
8,symmetric,0.5,1500,5,0.4730501941926561
8,symmetric,0.5,1500,10,0.4638924011731693
8,symmetric,0.5,2000,1,0.5116074421550758
8,symmetric,0.5,2000,5,0.47152636399895365
8,symmetric,0.5,2000,10,0.4473097972364407
8,symmetric,0.5,2500,1,0.4957707231517543
8,symmetric,0.5,2500,5,0.49000174599581453
8,symmetric,0.5,2500,10,0.4663109596208167
8,symmetric,0.6000000000000001,1500,1,0.5098690566156567
8,symmetric,0.6000000000000001,1500,5,0.4639675974314101
8,symmetric,0.6000000000000001,1500,10,0.4727939771181859
8,symmetric,0.6000000000000001,2000,1,0.4973999217578247
8,symmetric,0.6000000000000001,2000,5,0.48048340033063663
8,symmetric,0.6000000000000001,2000,10,0.47070187845963685
8,symmetric,0.6000000000000001,2500,1,0.4946374469100359
8,symmetric,0.6000000000000001,2500,5,0.4829920052236069
8,symmetric,0.6000000000000001,2500,10,0.46706208322049925
8,symmetric,0.7000000000000002,1500,1,0.49674741825828467
8,symmetric,0.7000000000000002,1500,5,0.4784968646806731
8,symmetric,0.7000000000000002,1500,10,0.4746325029241986
8,symmetric,0.7000000000000002,2000,1,0.5003561076062835
8,symmetric,0.7000000000000002,2000,5,0.48597297817066715
8,symmetric,0.7000000000000002,2000,10,0.46907477425457583
8,symmetric,0.7000000000000002,2500,1,0.5171349228297115
8,symmetric,0.7000000000000002,2500,5,0.4834052017345856
8,symmetric,0.7000000000000002,2500,10,0.47888680175585707
8,asymmetric,0.3,1500,1,0.513252048419657
8,asymmetric,0.3,1500,5,0.45948536356970604
8,asymmetric,0.3,1500,10,0.46825423391471865
8,asymmetric,0.3,2000,1,0.49473966040530865
8,asymmetric,0.3,2000,5,0.45545956361441997
8,asymmetric,0.3,2000,10,0.4483241669736689
8,asymmetric,0.3,2500,1,0.49684071112634975
8,asymmetric,0.3,2500,5,0.46442347405884765
8,asymmetric,0.3,2500,10,0.4571369343110138
8,asymmetric,0.4,1500,1,0.5065349758685902
8,asymmetric,0.4,1500,5,0.4776184353037346
8,asymmetric,0.4,1500,10,0.45476926049534805
8,asymmetric,0.4,2000,1,0.5064296282041394
8,asymmetric,0.4,2000,5,0.4624850623396181
8,asymmetric,0.4,2000,10,0.4491151400542828
8,asymmetric,0.4,2500,1,0.4950764042188712
8,asymmetric,0.4,2500,5,0.47272651422328205
8,asymmetric,0.4,2500,10,0.4621663048011966
8,asymmetric,0.5,1500,1,0.5011295135269384
8,asymmetric,0.5,1500,5,0.4723890248478493
8,asymmetric,0.5,1500,10,0.4745582529793432
8,asymmetric,0.5,2000,1,0.4925997360502544
8,asymmetric,0.5,2000,5,0.4796556252286892
8,asymmetric,0.5,2000,10,0.45233892482421856
8,asymmetric,0.5,2500,1,0.5034404419876134
8,asymmetric,0.5,2500,5,0.4849760358581327
8,asymmetric,0.5,2500,10,0.45717467763002784
8,asymmetric,0.6000000000000001,1500,1,0.49600488974878487
8,asymmetric,0.6000000000000001,1500,5,0.4899475541255416
8,asymmetric,0.6000000000000001,1500,10,0.4740185150311551
8,asymmetric,0.6000000000000001,2000,1,0.489597147884814
8,asymmetric,0.6000000000000001,2000,5,0.4805763614953451
8,asymmetric,0.6000000000000001,2000,10,0.4535853639313988
8,asymmetric,0.6000000000000001,2500,1,0.501610085182711
8,asymmetric,0.6000000000000001,2500,5,0.4736985474966844
8,asymmetric,0.6000000000000001,2500,10,0.47909601161736076
8,asymmetric,0.7000000000000002,1500,1,0.5045566333652669
8,asymmetric,0.7000000000000002,1500,5,0.4940910870812325
8,asymmetric,0.7000000000000002,1500,10,0.46596587499842446
8,asymmetric,0.7000000000000002,2000,1,0.5070944971927843
8,asymmetric,0.7000000000000002,2000,5,0.48889135605195777
8,asymmetric,0.7000000000000002,2000,10,0.46432200950940333
8,asymmetric,0.7000000000000002,2500,1,0.5008321411598893
8,asymmetric,0.7000000000000002,2500,5,0.4804850211660598
8,asymmetric,0.7000000000000002,2500,10,0.4637075789614638
9,0.01,0.3,1500,1,0.5111780012387668
9,0.01,0.3,1500,5,0.46212636672914276
9,0.01,0.3,1500,10,0.4641083905695409
9,0.01,0.3,2000,1,0.49154700126791095
9,0.01,0.3,2000,5,0.4670314864043887
9,0.01,0.3,2000,10,0.4447267015510417
9,0.01,0.3,2500,1,0.4860854709504634
9,0.01,0.3,2500,5,0.4733079268736719
9,0.01,0.3,2500,10,0.46287729533952643
9,0.01,0.4,1500,1,0.5237114374592338
9,0.01,0.4,1500,5,0.4630339608347744
9,0.01,0.4,1500,10,0.44575096573477474
9,0.01,0.4,2000,1,0.48940092904888033
9,0.01,0.4,2000,5,0.44927828099411893
9,0.01,0.4,2000,10,0.42941687054811367
9,0.01,0.4,2500,1,0.4911891783580164
9,0.01,0.4,2500,5,0.48333023630556393
9,0.01,0.4,2500,10,0.46487066586891707
9,0.01,0.5,1500,1,0.5152532521747593
9,0.01,0.5,1500,5,0.4627363018106847
9,0.01,0.5,1500,10,0.45971472005596614
9,0.01,0.5,2000,1,0.4998873504075785
9,0.01,0.5,2000,5,0.45964800573199976
9,0.01,0.5,2000,10,0.43855827455521806
9,0.01,0.5,2500,1,0.48944948092048235
9,0.01,0.5,2500,5,0.4883529085383619
9,0.01,0.5,2500,10,0.478448504982281
9,0.01,0.6000000000000001,1500,1,0.5134860062801133
9,0.01,0.6000000000000001,1500,5,0.475767261934797
9,0.01,0.6000000000000001,1500,10,0.46307055281874693
9,0.01,0.6000000000000001,2000,1,0.5170874295535294
9,0.01,0.6000000000000001,2000,5,0.4853457639358527
9,0.01,0.6000000000000001,2000,10,0.45027562206945476
9,0.01,0.6000000000000001,2500,1,0.4997049077131086
9,0.01,0.6000000000000001,2500,5,0.4965481535485623
9,0.01,0.6000000000000001,2500,10,0.4850779121969054
9,0.01,0.7000000000000002,1500,1,0.4942274442596648
9,0.01,0.7000000000000002,1500,5,0.4827742765991143
9,0.01,0.7000000000000002,1500,10,0.46525393751140637
9,0.01,0.7000000000000002,2000,1,0.5027399582500958
9,0.01,0.7000000000000002,2000,5,0.4839684782376818
9,0.01,0.7000000000000002,2000,10,0.44775333029745884
9,0.01,0.7000000000000002,2500,1,0.5013961588040876
9,0.01,0.7000000000000002,2500,5,0.48971389253217523
9,0.01,0.7000000000000002,2500,10,0.4914216295502306
9,0.31,0.3,1500,1,0.5369224510261331
9,0.31,0.3,1500,5,0.48601941070522275
9,0.31,0.3,1500,10,0.4623464288002103
9,0.31,0.3,2000,1,0.49373483136017704
9,0.31,0.3,2000,5,0.4722386136167439
9,0.31,0.3,2000,10,0.4556996450121805
9,0.31,0.3,2500,1,0.49502476581195143
9,0.31,0.3,2500,5,0.4728770969053996
9,0.31,0.3,2500,10,0.4569989497288135
9,0.31,0.4,1500,1,0.4861064467419489
9,0.31,0.4,1500,5,0.4884896733660064
9,0.31,0.4,1500,10,0.4658411863243648
9,0.31,0.4,2000,1,0.49450930325027076
9,0.31,0.4,2000,5,0.4718309415645291
9,0.31,0.4,2000,10,0.4596974707351231
9,0.31,0.4,2500,1,0.4946662937591021
9,0.31,0.4,2500,5,0.48841371579646964
9,0.31,0.4,2500,10,0.4576414520631375
9,0.31,0.5,1500,1,0.49766575653391976
9,0.31,0.5,1500,5,0.47401808133347223
9,0.31,0.5,1500,10,0.47106145694463486
9,0.31,0.5,2000,1,0.4984742936779416
9,0.31,0.5,2000,5,0.4822417198261308
9,0.31,0.5,2000,10,0.4695884018399313
9,0.31,0.5,2500,1,0.4932254502126086
9,0.31,0.5,2500,5,0.48303526688496745
9,0.31,0.5,2500,10,0.47511288984102
9,0.31,0.6000000000000001,1500,1,0.49313497253531646
9,0.31,0.6000000000000001,1500,5,0.47658320144382316
9,0.31,0.6000000000000001,1500,10,0.47287535922421486
9,0.31,0.6000000000000001,2000,1,0.49959296901720596
9,0.31,0.6000000000000001,2000,5,0.4836214038392431
9,0.31,0.6000000000000001,2000,10,0.4756822930474633
9,0.31,0.6000000000000001,2500,1,0.4995694969490445
9,0.31,0.6000000000000001,2500,5,0.4837854427273083
9,0.31,0.6000000000000001,2500,10,0.48093970390521257
9,0.31,0.7000000000000002,1500,1,0.49687710272154145
9,0.31,0.7000000000000002,1500,5,0.48401411744548994
9,0.31,0.7000000000000002,1500,10,0.4765914921467471
9,0.31,0.7000000000000002,2000,1,0.4996908038773159
9,0.31,0.7000000000000002,2000,5,0.49154860265125105
9,0.31,0.7000000000000002,2000,10,0.4870881344022046
9,0.31,0.7000000000000002,2500,1,0.5029019250669534
9,0.31,0.7000000000000002,2500,5,0.47998302642786217
9,0.31,0.7000000000000002,2500,10,0.4788541123598054
9,0.61,0.3,1500,1,0.5977761915256915
9,0.61,0.3,1500,5,0.48117245472145165
9,0.61,0.3,1500,10,0.4625498506524229
9,0.61,0.3,2000,1,0.5658012633993138
9,0.61,0.3,2000,5,0.4586750836262809
9,0.61,0.3,2000,10,0.4540251996050645
9,0.61,0.3,2500,1,0.5565476404419983
9,0.61,0.3,2500,5,0.4890194264997301
9,0.61,0.3,2500,10,0.4630514592866899
9,0.61,0.4,1500,1,0.5538191115554355
9,0.61,0.4,1500,5,0.4769072790415637
9,0.61,0.4,1500,10,0.464689819048406
9,0.61,0.4,2000,1,0.519816417654791
9,0.61,0.4,2000,5,0.4599411166807166
9,0.61,0.4,2000,10,0.4522536526411328
9,0.61,0.4,2500,1,0.5393664166240194
9,0.61,0.4,2500,5,0.4845735974376766
9,0.61,0.4,2500,10,0.45844341743637407
9,0.61,0.5,1500,1,0.5375883659988673
9,0.61,0.5,1500,5,0.47192607763520544
9,0.61,0.5,1500,10,0.46577158834034993
9,0.61,0.5,2000,1,0.5076237409001801
9,0.61,0.5,2000,5,0.49029058876372633
9,0.61,0.5,2000,10,0.4452099784168936
9,0.61,0.5,2500,1,0.5271354194803999
9,0.61,0.5,2500,5,0.49052176345019227
9,0.61,0.5,2500,10,0.47589324165392255
9,0.61,0.6000000000000001,1500,1,0.5248214557842243
9,0.61,0.6000000000000001,1500,5,0.4888849474816647
9,0.61,0.6000000000000001,1500,10,0.45502757884050443
9,0.61,0.6000000000000001,2000,1,0.5143610139491662
9,0.61,0.6000000000000001,2000,5,0.5144769420183979
9,0.61,0.6000000000000001,2000,10,0.4632553622774574
9,0.61,0.6000000000000001,2500,1,0.5342406053968088
9,0.61,0.6000000000000001,2500,5,0.5102682174480044
9,0.61,0.6000000000000001,2500,10,0.4985957837422252
9,0.61,0.7000000000000002,1500,1,0.5225350937857872
9,0.61,0.7000000000000002,1500,5,0.5270756912948944
9,0.61,0.7000000000000002,1500,10,0.47363582022045553
9,0.61,0.7000000000000002,2000,1,0.5169680405805972
9,0.61,0.7000000000000002,2000,5,0.5149825861624708
9,0.61,0.7000000000000002,2000,10,0.47896310486054844
9,0.61,0.7000000000000002,2500,1,0.5443279778995042
9,0.61,0.7000000000000002,2500,5,0.5157654687145815
9,0.61,0.7000000000000002,2500,10,0.5118090031108861
9,0.9099999999999999,0.3,1500,1,0.5940826413059652
9,0.9099999999999999,0.3,1500,5,0.48541894205931535
9,0.9099999999999999,0.3,1500,10,0.4655747420589088
9,0.9099999999999999,0.3,2000,1,0.5644994160492447
9,0.9099999999999999,0.3,2000,5,0.496254440822884
9,0.9099999999999999,0.3,2000,10,0.4474906968475726
9,0.9099999999999999,0.3,2500,1,0.5660433392034083
9,0.9099999999999999,0.3,2500,5,0.5061040512076871
9,0.9099999999999999,0.3,2500,10,0.463888232224909
9,0.9099999999999999,0.4,1500,1,0.5435585423419413
9,0.9099999999999999,0.4,1500,5,0.4978208450474533
9,0.9099999999999999,0.4,1500,10,0.4689136458380211
9,0.9099999999999999,0.4,2000,1,0.5171577726098917
9,0.9099999999999999,0.4,2000,5,0.4936337642022946
9,0.9099999999999999,0.4,2000,10,0.4570631247358483
9,0.9099999999999999,0.4,2500,1,0.5340399728639805
9,0.9099999999999999,0.4,2500,5,0.5069958952254505
9,0.9099999999999999,0.4,2500,10,0.4777658571715783
9,0.9099999999999999,0.5,1500,1,0.5293338943324617
9,0.9099999999999999,0.5,1500,5,0.5215371855702097
9,0.9099999999999999,0.5,1500,10,0.4539870970928296
9,0.9099999999999999,0.5,2000,1,0.5077072165317531
9,0.9099999999999999,0.5,2000,5,0.4979221610221917
9,0.9099999999999999,0.5,2000,10,0.45941557227146507
9,0.9099999999999999,0.5,2500,1,0.5346185518163988
9,0.9099999999999999,0.5,2500,5,0.5082078976431835
9,0.9099999999999999,0.5,2500,10,0.5045283220246086
9,0.9099999999999999,0.6000000000000001,1500,1,0.5219190736018481
9,0.9099999999999999,0.6000000000000001,1500,5,0.5503709938565834
9,0.9099999999999999,0.6000000000000001,1500,10,0.48970067030172554
9,0.9099999999999999,0.6000000000000001,2000,1,0.5055456588576276
9,0.9099999999999999,0.6000000000000001,2000,5,0.4996310134522516
9,0.9099999999999999,0.6000000000000001,2000,10,0.4982033465479897
9,0.9099999999999999,0.6000000000000001,2500,1,0.5439818316242815
9,0.9099999999999999,0.6000000000000001,2500,5,0.5172538350661706
9,0.9099999999999999,0.6000000000000001,2500,10,0.4949082375442906
9,0.9099999999999999,0.7000000000000002,1500,1,0.516426534723422
9,0.9099999999999999,0.7000000000000002,1500,5,0.5448914158132705
9,0.9099999999999999,0.7000000000000002,1500,10,0.5109067949533096
9,0.9099999999999999,0.7000000000000002,2000,1,0.5175147726695151
9,0.9099999999999999,0.7000000000000002,2000,5,0.49955337404009686
9,0.9099999999999999,0.7000000000000002,2000,10,0.49818343511790364
9,0.9099999999999999,0.7000000000000002,2500,1,0.5495338565929828
9,0.9099999999999999,0.7000000000000002,2500,5,0.5233988762877009
9,0.9099999999999999,0.7000000000000002,2500,10,0.4986272735079753
9,symmetric,0.3,1500,1,0.5073381853723142
9,symmetric,0.3,1500,5,0.46421213482566753
9,symmetric,0.3,1500,10,0.475480276285236
9,symmetric,0.3,2000,1,0.5050796605208846
9,symmetric,0.3,2000,5,0.45847963925484525
9,symmetric,0.3,2000,10,0.45088965788597196
9,symmetric,0.3,2500,1,0.48140904645838667
9,symmetric,0.3,2500,5,0.47863562537879
9,symmetric,0.3,2500,10,0.46380861780716803
9,symmetric,0.4,1500,1,0.4985152943503498
9,symmetric,0.4,1500,5,0.47639022700424277
9,symmetric,0.4,1500,10,0.4595779554488744
9,symmetric,0.4,2000,1,0.4971975758026177
9,symmetric,0.4,2000,5,0.4540881481778334
9,symmetric,0.4,2000,10,0.45317003086323904
9,symmetric,0.4,2500,1,0.4850267348874634
9,symmetric,0.4,2500,5,0.4764828649096136
9,symmetric,0.4,2500,10,0.47636306336543366
9,symmetric,0.5,1500,1,0.5080611066703694
9,symmetric,0.5,1500,5,0.46417114656957703
9,symmetric,0.5,1500,10,0.46383621637740574
9,symmetric,0.5,2000,1,0.48391288257384246
9,symmetric,0.5,2000,5,0.46699555245733243
9,symmetric,0.5,2000,10,0.4583785156865762
9,symmetric,0.5,2500,1,0.4827176828332623
9,symmetric,0.5,2500,5,0.48952775690794464
9,symmetric,0.5,2500,10,0.48310636651808575
9,symmetric,0.6000000000000001,1500,1,0.519757506551814
9,symmetric,0.6000000000000001,1500,5,0.472076127329224
9,symmetric,0.6000000000000001,1500,10,0.4638134436537069
9,symmetric,0.6000000000000001,2000,1,0.4899526215524894
